club,clubLabel,venue,venueLabel,coordinates,Longitude,Latitude,Transfermarkt_team_ID,headquarters_location,headquarters_locationLabel
http://www.wikidata.org/entity/Q18831,FK Ventspils,http://www.wikidata.org/entity/Q2637796,Ventspils Olimpiskais Stadions,Point(21.5704 57.3873),21.5704,57.3873,2782,http://www.wikidata.org/entity/Q104036,Ventspils
http://www.wikidata.org/entity/Q19066,Club Universitario de Deportes,http://www.wikidata.org/entity/Q1369426,Estadio Monumental U,Point(-76.935972 -12.055694),-76.935972,-12.055694,,http://www.wikidata.org/entity/Q2868,Lima
http://www.wikidata.org/entity/Q19353,FC Anzhi Makhachkala,http://www.wikidata.org/entity/Q3660718,Anji Arena,Point(47.618587 42.907901),47.618587,42.907901,2700,http://www.wikidata.org/entity/Q5168,Makhachkala
http://www.wikidata.org/entity/Q19384,FK Senica,http://www.wikidata.org/entity/Q392301,Štadión FK Senica,Point(17.376808 48.684133),17.376808,48.684133,6163,http://www.wikidata.org/entity/Q750407,Senica
http://www.wikidata.org/entity/Q19442,Barnsley F.C.,http://www.wikidata.org/entity/Q1138270,Oakwell,Point(-1.4675 53.552222),-1.4675,53.552222,349,http://www.wikidata.org/entity/Q54212,Barnsley
http://www.wikidata.org/entity/Q19444,Birmingham City F.C.,http://www.wikidata.org/entity/Q819179,St Andrew's,Point(-1.868188888 52.475702777),-1.868188888,52.47570278,337,http://www.wikidata.org/entity/Q2256,Birmingham
http://www.wikidata.org/entity/Q19446,Blackburn Rovers F.C.,http://www.wikidata.org/entity/Q245085,Ewood Park,Point(-2.489166666 53.728611111),-2.489166666,53.72861111,164,http://www.wikidata.org/entity/Q188313,Blackburn
http://www.wikidata.org/entity/Q19449,Blackpool F.C.,http://www.wikidata.org/entity/Q870859,Bloomfield Road,Point(-3.048056 53.804722),-3.048056,53.804722,1181,http://www.wikidata.org/entity/Q170377,Blackpool
http://www.wikidata.org/entity/Q19451,Bolton Wanderers F.C.,http://www.wikidata.org/entity/Q242772,Reebok Stadium,Point(-2.535555555 53.580555555),-2.535555555,53.58055556,355,http://www.wikidata.org/entity/Q1630298,Horwich
http://www.wikidata.org/entity/Q19453,Brighton & Hove Albion F.C.,http://www.wikidata.org/entity/Q619409,Brighton Community Stadium,Point(-0.083277777 50.861822222),-0.083277777,50.86182222,1237,,
http://www.wikidata.org/entity/Q19456,Bristol City F.C.,http://www.wikidata.org/entity/Q726370,Ashton Gate Stadium,Point(-2.620278 51.44),-2.620278,51.44,698,http://www.wikidata.org/entity/Q23154,Bristol
http://www.wikidata.org/entity/Q19458,Burnley F.C.,http://www.wikidata.org/entity/Q683112,Turf Moor,Point(-2.230225 53.789064),-2.230225,53.789064,1132,http://www.wikidata.org/entity/Q209096,Burnley
http://www.wikidata.org/entity/Q19462,Charlton Athletic F.C.,http://www.wikidata.org/entity/Q958319,The Valley,Point(0.035632 51.487489),0.035632,51.487489,358,http://www.wikidata.org/entity/Q84,London
http://www.wikidata.org/entity/Q19467,Crystal Palace F.C.,http://www.wikidata.org/entity/Q1066373,Selhurst Park,Point(-0.085555555 51.398333333),-0.085555555,51.39833333,873,http://www.wikidata.org/entity/Q84,London
http://www.wikidata.org/entity/Q19470,Derby County F.C.,http://www.wikidata.org/entity/Q201612,Pride Park Stadium,Point(-1.447222222 52.915),-1.447222222,52.915,22,http://www.wikidata.org/entity/Q43475,Derby
http://www.wikidata.org/entity/Q19473,Huddersfield Town A.F.C.,http://www.wikidata.org/entity/Q619407,Kirklees Stadium,Point(-1.768333333 53.654166666),-1.768333333,53.65416667,1110,http://www.wikidata.org/entity/Q201812,Huddersfield
http://www.wikidata.org/entity/Q19477,Hull City A.F.C.,http://www.wikidata.org/entity/Q630160,MKM Stadium,Point(-0.367777777 53.746111111),-0.367777777,53.74611111,3008,http://www.wikidata.org/entity/Q128147,Kingston upon Hull
http://www.wikidata.org/entity/Q19481,Leicester City F.C.,http://www.wikidata.org/entity/Q620031,Leicester City Stadium,Point(-1.142222222 52.620277777),-1.142222222,52.62027778,1003,http://www.wikidata.org/entity/Q83065,Leicester
http://www.wikidata.org/entity/Q19482,Wimbledon F.C.,http://www.wikidata.org/entity/Q975681,Plough Lane,Point(-0.189667 51.428472),-0.189667,51.428472,,http://www.wikidata.org/entity/Q736742,Wimbledon
http://www.wikidata.org/entity/Q19487,Millwall F.C.,http://www.wikidata.org/entity/Q908481,The Den,Point(-0.050833 51.485833),-0.050833,51.485833,1028,http://www.wikidata.org/entity/Q84,London
http://www.wikidata.org/entity/Q19490,Nottingham Forest F.C.,http://www.wikidata.org/entity/Q593446,City Ground,Point(-1.132778 52.94),-1.132778,52.94,703,http://www.wikidata.org/entity/Q2079944,West Bridgford
http://www.wikidata.org/entity/Q19495,Peterborough United F.C.,http://www.wikidata.org/entity/Q1156350,London Road Stadium,Point(-0.240389 52.564694),-0.240389,52.564694,1072,http://www.wikidata.org/entity/Q172438,Peterborough
http://www.wikidata.org/entity/Q19498,Sheffield Wednesday F.C.,http://www.wikidata.org/entity/Q642557,Hillsborough Stadium,Point(-1.500555555 53.411388888),-1.500555555,53.41138889,1035,http://www.wikidata.org/entity/Q42448,Sheffield
http://www.wikidata.org/entity/Q19500,Wolverhampton Wanderers F.C.,http://www.wikidata.org/entity/Q380823,Molineux Stadium,Point(-2.130277777 52.590277777),-2.130277777,52.59027778,543,http://www.wikidata.org/entity/Q126269,Wolverhampton
http://www.wikidata.org/entity/Q19509,Stade Rennais F.C.,http://www.wikidata.org/entity/Q1121760,Roazhon Park,Point(-1.712861111 48.107472222),-1.712861111,48.10747222,273,http://www.wikidata.org/entity/Q647,Rennes
http://www.wikidata.org/entity/Q19512,FC Sochaux-Montbéliard,http://www.wikidata.org/entity/Q1341629,Stade Auguste Bonal,Point(6.811094 47.512403),6.811094,47.512403,750,http://www.wikidata.org/entity/Q154715,Montbéliard
http://www.wikidata.org/entity/Q19513,Montpellier Hérault Sport Club,http://www.wikidata.org/entity/Q815833,Stade de la Mosson,Point(3.811944 43.621944),3.811944,43.621944,969,http://www.wikidata.org/entity/Q6441,Montpellier
http://www.wikidata.org/entity/Q19516,Lille OSC,http://www.wikidata.org/entity/Q1410402,Stade Pierre-Mauroy,Point(3.130556 50.611944),3.130556,50.611944,1082,http://www.wikidata.org/entity/Q934528,Camphin-en-Pévèle
http://www.wikidata.org/entity/Q19518,Toulouse FC,http://www.wikidata.org/entity/Q738044,Stadium Municipal,Point(1.434055 43.583296),1.434055,43.583296,415,http://www.wikidata.org/entity/Q7880,Toulouse
http://www.wikidata.org/entity/Q19521,AS Saint-Étienne,http://www.wikidata.org/entity/Q861000,Stade Geoffroy-Guichard,Point(4.39 45.460833),4.39,45.460833,618,http://www.wikidata.org/entity/Q42716,Saint-Étienne
http://www.wikidata.org/entity/Q19523,A.S. Nancy-Lorraine,http://www.wikidata.org/entity/Q1341607,Stade Marcel Picot,Point(6.210687 48.6955),6.210687,48.6955,1159,http://www.wikidata.org/entity/Q40898,Nancy
http://www.wikidata.org/entity/Q19568,AFC Bournemouth,http://www.wikidata.org/entity/Q619094,Dean Court,Point(-1.838333 50.735278),-1.838333,50.735278,989,http://www.wikidata.org/entity/Q170478,Bournemouth
http://www.wikidata.org/entity/Q19571,Brentford F.C.,http://www.wikidata.org/entity/Q1546623,Griffin Park,Point(-0.302639 51.488167),-0.302639,51.488167,1148,http://www.wikidata.org/entity/Q84,London
http://www.wikidata.org/entity/Q19573,Bury F.C.,http://www.wikidata.org/entity/Q619863,Gigg Lane,Point(-2.294722222 53.580555555),-2.294722222,53.58055556,,http://www.wikidata.org/entity/Q47822,Bury
http://www.wikidata.org/entity/Q19575,Carlisle United F.C.,http://www.wikidata.org/entity/Q994219,Brunton Park,Point(-2.91365 54.89556),-2.91365,54.89556,,http://www.wikidata.org/entity/Q192896,Carlisle
http://www.wikidata.org/entity/Q19578,Colchester United F.C.,http://www.wikidata.org/entity/Q1141371,Colchester Community Stadium,Point(0.897703 51.9234),0.897703,51.9234,,http://www.wikidata.org/entity/Q184163,Colchester
http://www.wikidata.org/entity/Q19580,Coventry City F.C.,http://www.wikidata.org/entity/Q842077,Ricoh Arena,Point(-1.495556 52.448056),-1.495556,52.448056,,http://www.wikidata.org/entity/Q6225,Coventry
http://www.wikidata.org/entity/Q19584,Crawley Town F.C.,http://www.wikidata.org/entity/Q609115,The Peoples Pension Stadium,Point(-0.194767 51.099706),-0.194767,51.099706,,http://www.wikidata.org/entity/Q844908,Crawley
http://www.wikidata.org/entity/Q19585,R. Charleroi S.C.,http://www.wikidata.org/entity/Q1147565,Stade du Pays de Charleroi,Point(4.453787 50.414609),4.453787,50.414609,,http://www.wikidata.org/entity/Q81046,Charleroi
http://www.wikidata.org/entity/Q19587,Crewe Alexandra F.C.,http://www.wikidata.org/entity/Q389544,Alexandra Stadium,Point(-2.435747 53.087419),-2.435747,53.087419,1042,http://www.wikidata.org/entity/Q648810,Crewe
http://www.wikidata.org/entity/Q19589,Doncaster Rovers F.C.,http://www.wikidata.org/entity/Q1336402,Keepmoat Stadium,Point(-1.113889 53.509722),-1.113889,53.509722,2454,http://www.wikidata.org/entity/Q58900,Doncaster
http://www.wikidata.org/entity/Q19592,Hartlepool United F.C.,http://www.wikidata.org/entity/Q538115,Victoria Park,Point(-1.212722 54.689139),-1.212722,54.689139,,http://www.wikidata.org/entity/Q215752,Hartlepool
http://www.wikidata.org/entity/Q19593,Celtic F.C.,http://www.wikidata.org/entity/Q216037,Celtic Park,Point(-4.205588888 55.849711111),-4.205588888,55.84971111,371,http://www.wikidata.org/entity/Q4093,Glasgow
http://www.wikidata.org/entity/Q19593,Celtic F.C.,http://www.wikidata.org/entity/Q22097642,Celtic Park,Point(-4.2013 55.8499),-4.2013,55.8499,371,http://www.wikidata.org/entity/Q4093,Glasgow
http://www.wikidata.org/entity/Q19595,Leyton Orient F.C.,http://www.wikidata.org/entity/Q917727,Brisbane Road,Point(-0.012639 51.560139),-0.012639,51.560139,,http://www.wikidata.org/entity/Q84,London
http://www.wikidata.org/entity/Q19597,Rangers F.C.,http://www.wikidata.org/entity/Q208709,Ibrox Stadium,Point(-4.309166666 55.853055555),-4.309166666,55.85305556,124,http://www.wikidata.org/entity/Q4093,Glasgow
http://www.wikidata.org/entity/Q19598,Notts County F.C.,http://www.wikidata.org/entity/Q1192396,Meadow Lane,Point(-1.137222 52.9425),-1.137222,52.9425,,http://www.wikidata.org/entity/Q41262,Nottingham
http://www.wikidata.org/entity/Q19601,Oldham Athletic A.F.C.,http://www.wikidata.org/entity/Q895151,Boundary Park,Point(-2.128611111 53.555277777),-2.128611111,53.55527778,1078,http://www.wikidata.org/entity/Q202628,Oldham
http://www.wikidata.org/entity/Q19603,FC Twente,http://www.wikidata.org/entity/Q727389,De Grolsch Veste,Point(6.8375 52.236666666),6.8375,52.23666667,317,http://www.wikidata.org/entity/Q10002,Enschede
http://www.wikidata.org/entity/Q19604,Portsmouth F.C.,http://www.wikidata.org/entity/Q619531,Fratton Park,Point(-1.063888888 50.796388888),-1.063888888,50.79638889,1020,http://www.wikidata.org/entity/Q72259,Portsmouth
http://www.wikidata.org/entity/Q19607,Sheffield United F.C.,http://www.wikidata.org/entity/Q897533,Bramall Lane,Point(-1.470833333 53.370277777),-1.470833333,53.37027778,350,http://www.wikidata.org/entity/Q42448,Sheffield
http://www.wikidata.org/entity/Q19612,Preston North End F.C.,http://www.wikidata.org/entity/Q1141958,Deepdale,Point(-2.688055555 53.772222222),-2.688055555,53.77222222,466,http://www.wikidata.org/entity/Q184090,Preston
http://www.wikidata.org/entity/Q19615,Scunthorpe United F.C.,http://www.wikidata.org/entity/Q619256,Glanford Park,Point(-0.69525 53.586722),-0.69525,53.586722,,http://www.wikidata.org/entity/Q913386,Scunthorpe
http://www.wikidata.org/entity/Q19626,Shrewsbury Town F.C.,http://www.wikidata.org/entity/Q619070,New Meadow,Point(-2.74933 52.68863),-2.74933,52.68863,3054,http://www.wikidata.org/entity/Q201970,Shrewsbury
http://www.wikidata.org/entity/Q19628,Olympiacos F.C.,http://www.wikidata.org/entity/Q213508,Georgios Karaiskakis Stadium,Point(23.664536 37.946169),23.664536,37.946169,683,http://www.wikidata.org/entity/Q58976,Piraeus
http://www.wikidata.org/entity/Q19634,Swindon Town F.C.,http://www.wikidata.org/entity/Q1137293,"County Ground, Swindon",Point(-1.770556 51.564444),-1.770556,51.564444,,http://www.wikidata.org/entity/Q200942,Swindon
http://www.wikidata.org/entity/Q19637,Tranmere Rovers F.C.,http://www.wikidata.org/entity/Q619072,Prenton Park,Point(-3.0325 53.373722),-3.0325,53.373722,,http://www.wikidata.org/entity/Q746718,Birkenhead
http://www.wikidata.org/entity/Q19644,Walsall F.C.,http://www.wikidata.org/entity/Q609268,Bescot Stadium,Point(-1.990706 52.565433),-1.990706,52.565433,899,http://www.wikidata.org/entity/Q504530,Walsall
http://www.wikidata.org/entity/Q19651,Yeovil Town F.C.,http://www.wikidata.org/entity/Q177206,Huish Park,Point(-2.674881 50.950278),-2.674881,50.950278,,http://www.wikidata.org/entity/Q550110,Yeovil
http://www.wikidata.org/entity/Q22707,TSG 1899 Hoffenheim,http://www.wikidata.org/entity/Q129870,Prezero-Arena,Point(8.888278 49.239),8.888278,49.239,533,http://www.wikidata.org/entity/Q14950,Sinsheim
http://www.wikidata.org/entity/Q23924,Khangarid,http://www.wikidata.org/entity/Q28163470,Erdenet Stadium,Point(104.0489 49.0265),104.0489,49.0265,,http://www.wikidata.org/entity/Q230628,Erdenet
http://www.wikidata.org/entity/Q24317,Rakvere JK Tarvas,http://www.wikidata.org/entity/Q618514,Rakvere Linnastaadion,Point(26.380833 59.359444),26.380833,59.359444,,http://www.wikidata.org/entity/Q191889,Rakvere
http://www.wikidata.org/entity/Q24360,FC Alma-Ata,http://www.wikidata.org/entity/Q190788,Almaty Central Stadium,Point(76.92435 43.238331),76.92435,43.238331,34817,http://www.wikidata.org/entity/Q35493,Almaty
http://www.wikidata.org/entity/Q24474,Platanias F.C.,http://www.wikidata.org/entity/Q15896036,Perivolia Municipal Stadium,Point(24.00055556 35.48725),24.00055556,35.48725,21957,http://www.wikidata.org/entity/Q12883515,Platanias
http://www.wikidata.org/entity/Q24680,FC Utrecht,http://www.wikidata.org/entity/Q1675996,Stadion Galgenwaard,Point(5.145833333 52.078333333),5.145833333,52.07833333,200,http://www.wikidata.org/entity/Q803,Utrecht
http://www.wikidata.org/entity/Q24689,VVV-Venlo,http://www.wikidata.org/entity/Q2262017,De Koel,Point(6.179722 51.351944),6.179722,51.351944,1426,http://www.wikidata.org/entity/Q9777,Venlo
http://www.wikidata.org/entity/Q24699,RKC Waalwijk,http://www.wikidata.org/entity/Q942073,Mandemakers Stadion,Point(5.088611 51.686944),5.088611,51.686944,235,http://www.wikidata.org/entity/Q745038,Waalwijk
http://www.wikidata.org/entity/Q24711,FC Groningen,http://www.wikidata.org/entity/Q1374804,Euroborg,Point(6.591388888 53.206111111),6.591388888,53.20611111,202,http://www.wikidata.org/entity/Q749,Groningen
http://www.wikidata.org/entity/Q24719,Roda JC Kerkrade,http://www.wikidata.org/entity/Q476674,Parkstad Limburg Stadion,Point(6.005833333 50.856944444),6.005833333,50.85694444,,http://www.wikidata.org/entity/Q9796,Kerkrade
http://www.wikidata.org/entity/Q24904,ADO Den Haag,http://www.wikidata.org/entity/Q720978,Bingoal Stadion,Point(4.383056 52.062778),4.383056,52.062778,1268,http://www.wikidata.org/entity/Q36600,The Hague
http://www.wikidata.org/entity/Q26363,FK Radnik Bijeljina,http://www.wikidata.org/entity/Q5591984,Bijeljina City Stadium,Point(19.225 44.75444444),19.225,44.75444444,11040,http://www.wikidata.org/entity/Q207801,Bijeljina
http://www.wikidata.org/entity/Q26543,Brothers FC,http://www.wikidata.org/entity/Q3545656,Banadir Stadium,Point(45.35666667 2.04194444),45.35666667,2.04194444,,http://www.wikidata.org/entity/Q1045,Somalia
http://www.wikidata.org/entity/Q28356,JEF Reserves,http://www.wikidata.org/entity/Q938966,Ichihara Seaside Stadium,Point(140.071639 35.527974),140.071639,35.527974,,,
http://www.wikidata.org/entity/Q29103,FC Kuban Krasnodar,http://www.wikidata.org/entity/Q1558939,Kuban Stadium,Point(38.999444444 45.025277777),38.99944444,45.02527778,2439,http://www.wikidata.org/entity/Q3646,Krasnodar
http://www.wikidata.org/entity/Q29108,FC Zenit Saint Petersburg,http://www.wikidata.org/entity/Q722970,Gazprom Arena,Point(30.220533 59.972953),30.220533,59.972953,964,http://www.wikidata.org/entity/Q656,Saint Petersburg
http://www.wikidata.org/entity/Q29112,Spartak Moscow,http://www.wikidata.org/entity/Q1190634,Otkrytie Bank Arena,Point(37.4403 55.8178),37.4403,55.8178,232,http://www.wikidata.org/entity/Q649,Moscow
http://www.wikidata.org/entity/Q29115,FC Lokomotiv Moscow,http://www.wikidata.org/entity/Q595937,RZD Arena,Point(37.741169 55.80355),37.741169,55.80355,932,http://www.wikidata.org/entity/Q649,Moscow
http://www.wikidata.org/entity/Q29390,A.C.R. Messina,http://www.wikidata.org/entity/Q144100,Stadio San Filippo,Point(15.520833 38.161389),15.520833,38.161389,1104,http://www.wikidata.org/entity/Q13666,Messina
http://www.wikidata.org/entity/Q29400,Taranto Sport,http://www.wikidata.org/entity/Q2541428,Stadio Erasmo Iacovone,Point(17.27 40.452778),17.27,40.452778,,http://www.wikidata.org/entity/Q13498,Taranto
http://www.wikidata.org/entity/Q29602,FC Dinamo-Polyot Bishkek,http://www.wikidata.org/entity/Q3042016,Dynamo Stadion,Point(74.60083333 42.83722222),74.60083333,42.83722222,,http://www.wikidata.org/entity/Q9361,Bishkek
http://www.wikidata.org/entity/Q31420,NK Aluminij,http://www.wikidata.org/entity/Q16632819,Kidričevo Sports Park,Point(15.7897 46.4078),15.7897,46.4078,,http://www.wikidata.org/entity/Q776770,Municipality of Kidričevo
http://www.wikidata.org/entity/Q31533,NK Celje,http://www.wikidata.org/entity/Q641455,Stadion Z'dežele,Point(15.270278 46.246667),15.270278,46.246667,710,http://www.wikidata.org/entity/Q1012,Celje
http://www.wikidata.org/entity/Q31660,Sepahan F.C.,http://www.wikidata.org/entity/Q5931161,Naghsh-e-Jahan Stadium,Point(51.686203 32.743267),51.686203,32.743267,,http://www.wikidata.org/entity/Q42053,Isfahan
http://www.wikidata.org/entity/Q31821,Feralpisalò,http://www.wikidata.org/entity/Q3967826,Stadio Lino Turina,Point(10.5128 45.6039),10.5128,45.6039,9439,http://www.wikidata.org/entity/Q111705,Salò
http://www.wikidata.org/entity/Q31821,Feralpisalò,http://www.wikidata.org/entity/Q3967826,Stadio Lino Turina,Point(10.51308333 45.60394444),10.51308333,45.60394444,9439,http://www.wikidata.org/entity/Q111705,Salò
http://www.wikidata.org/entity/Q31932,NK Olimpija Ljubljana,http://www.wikidata.org/entity/Q543404,Stožice Stadium,Point(14.521389 46.081111),14.521389,46.081111,4772,http://www.wikidata.org/entity/Q437,Ljubljana
http://www.wikidata.org/entity/Q32358,Tractor S.C.,http://www.wikidata.org/entity/Q3273189,Yadegar-e Emam Stadium,Point(46.295833 38.026667),46.295833,38.026667,,http://www.wikidata.org/entity/Q80053,Tabriz
http://www.wikidata.org/entity/Q32444,UCAM Murcia CF,http://www.wikidata.org/entity/Q5847924,Q5847924,Point(-1.19333 37.9217),-1.19333,37.9217,,http://www.wikidata.org/entity/Q6170982,Zarandona
http://www.wikidata.org/entity/Q32494,FC Schalke 04,http://www.wikidata.org/entity/Q150961,Veltins Arena,Point(7.067588888 51.554502777),7.067588888,51.55450278,33,http://www.wikidata.org/entity/Q2765,Gelsenkirchen
http://www.wikidata.org/entity/Q32537,RCD Espanyol B,http://www.wikidata.org/entity/Q8346552,Ciutat Esportiva Dani Jarque,Point(2.21278 41.4261),2.21278,41.4261,,http://www.wikidata.org/entity/Q1492,Barcelona
http://www.wikidata.org/entity/Q32920,Marsa FC,http://www.wikidata.org/entity/Q1354010,Ta' Qali National Stadium,Point(14.415372222 35.894863888),14.41537222,35.89486389,,http://www.wikidata.org/entity/Q267431,Marsa
http://www.wikidata.org/entity/Q33748,Hannover 96,http://www.wikidata.org/entity/Q152633,Niedersachsenstadion,Point(9.731111 52.36),9.731111,52.36,42,http://www.wikidata.org/entity/Q1715,Hanover
http://www.wikidata.org/entity/Q34120,KS Dinamo Tirana,http://www.wikidata.org/entity/Q717375,Qemal Stafa Stadium,Point(19.824075 41.318314),19.824075,41.318314,588,http://www.wikidata.org/entity/Q19689,Tirana
http://www.wikidata.org/entity/Q35933,S.C. Corinthians Paulista,http://www.wikidata.org/entity/Q1362236,Neo Química Arena,Point(-46.474 -23.545555555),-46.474,-23.54555556,199,http://www.wikidata.org/entity/Q174,São Paulo
http://www.wikidata.org/entity/Q37091,FC Mordovia Saransk,http://www.wikidata.org/entity/Q612486,Start Stadium,Point(45.192175 54.17583611),45.192175,54.17583611,,http://www.wikidata.org/entity/Q5343,Saransk
http://www.wikidata.org/entity/Q38124,FK Pelister,http://www.wikidata.org/entity/Q3405491,Stadion Tumbe Kafe,Point(21.338889 41.018056),21.338889,41.018056,534,http://www.wikidata.org/entity/Q157246,Bitola
http://www.wikidata.org/entity/Q38245,Eintracht Frankfurt,http://www.wikidata.org/entity/Q157273,Waldstadion,Point(8.645278 50.068611),8.645278,50.068611,24,http://www.wikidata.org/entity/Q1794,Frankfurt am Main
http://www.wikidata.org/entity/Q38395,FC Dordoi Bishkek,http://www.wikidata.org/entity/Q3108699,Spartak Stadium,Point(74.59793889 42.880175),74.59793889,42.880175,13599,http://www.wikidata.org/entity/Q9361,Bishkek
http://www.wikidata.org/entity/Q38568,São Paulo FC,http://www.wikidata.org/entity/Q821761,Estádio do Morumbi,Point(-46.720155555 -23.600125),-46.72015556,-23.600125,585,http://www.wikidata.org/entity/Q174,São Paulo
http://www.wikidata.org/entity/Q38781,FC Torpedo Kutaisi,http://www.wikidata.org/entity/Q1528840,Ramaz Shengelia Stadium,Point(42.683086111 42.255141666),42.68308611,42.25514167,,http://www.wikidata.org/entity/Q172415,Kutaisi
http://www.wikidata.org/entity/Q39183,FC Trinity Zlín,http://www.wikidata.org/entity/Q3505464,Letná Stadion,Point(17.669425 49.231311),17.669425,49.231311,5545,http://www.wikidata.org/entity/Q171018,Zlín
http://www.wikidata.org/entity/Q39290,NK Čelik Zenica,http://www.wikidata.org/entity/Q861838,Bilino Polje Stadium,Point(17.907083 44.20575),17.907083,44.20575,765,http://www.wikidata.org/entity/Q184046,Zenica
http://www.wikidata.org/entity/Q39877,FC Petržalka,http://www.wikidata.org/entity/Q7596480,Stadium FC Petržalka 1898,Point(17.1167 48.1333),17.1167,48.1333,,http://www.wikidata.org/entity/Q1780,Bratislava
